LQXNTXIIFGHC56773,QAWUJWNTIVGP,TYNXTHFITQRV,MHEAPMVNPQSV,Weilai,Weilai,3,EV,slow,hypercar,2310,6/50
IVCEPZMFENAH99702,CVLZDABZWIXH,BGSQSNLDAOZI,WOWWGEGQVXOI,Weilai,Weilai,6,PHEV,slow,SUV,2167,3/20
KPEHGCNZQDSF91912,TMYFAPRJSGEC,GTWKZLKPPXPE,VOIZLEOLTONT,BYD,BYD,5,EV,slow,SUV,1452,3/20
PLFKAMOMBFNG24383,OQKGOYQDGOXH,XGDPSRIBHGIC,PFPQYJCBNOPD,Tesla,Tesla,6,PHEV,slow,hypercar,2973,3/20
JPGODDCHZDVR92242,AFATIDYZPLTQ,ZCWQUQWMEEEV,TMICXBXEVNDR,Tesla,Tesla,2,FUEL,slow,hypercar,2076,6/50
EAVLTYNAZKXN41091,FGODVIDJMYYT,LVBAPVWXTJSF,UALFXUTWPRQN,BYD,BYD,4,EV,fast,saloon,1569,3/20
SZJAQTVFCQWF66669,EODGKBUAIWIK,DXZRFDBBZFCR,SICDMDWEUECS,Tesla,Tesla,5,EV,fast,SUV,2817,3/20
QEXKJBHKGHWX29225,RWNFSBKOGSMX,BZSCAOSEDXEW,DQZNUOJMBQQJ,BYD,BYD,3,EV,fast,saloon,1608,3/20
MTGBQYNQVGDR75461,IDFIRGKYADNA,FWKCOXIIYTXQ,GUKVSMVKZTJW,BYD,BYD,3,FUEL,slow,hypercar,2661,6/50
RMIBUFNMKVZR88798,TJUOFMIIDOQT,HOBYWDQBSSOI,FDYCFESHDTIK,Tesla,Tesla,5,FUEL,slow,saloon,2973,6/50
JAQMBKJLBDTX22391,MTFZZCULXSSR,WOKDPCKCGDHU,VGZXQOYFIHOJ,BYD,BYD,5,FUEL,fast,hypercar,2388,3/20
IDQLJLTIFTBC94735,QZQKMCNSYRYQ,VUWVOIUZAWHE,CFXIZDUHRJXA,Lixiang,Lixiang,3,PHEV,slow,hypercar,2479,3/20
HOZCXBNMHUBV66363,KLAMRCHFNHLI,LYPZJMENLNOV,GOJATZHQDFNH,BYD,BYD,5,FUEL,fast,SUV,1842,3/20
HPCVNIULOZDB13152,VXMQUNEZVXSN,GHAUQOQKPKKB,NTQTUXFPAHQY,BYD,BYD,2,EV,slow,saloon,2908,6/50
CBJRRXLECEFP15130,OTACDQFTKMMH,SJREJMFAZVNY,MTZAZVVUUEYT,Xiaopeng,Xiaopeng,6,EV,fast,hypercar,1686,6/50
SYYYWLRELPFZ51794,ECPYHCJFIQBX,SLBJABPVSOUK,UEUBAOUUSTZU,Tesla,Tesla,2,EV,slow,saloon,1530,3/20
DSDFTVFMGAAT98387,PPPHPBSMSSXN,SFPFXNFFDJSJ,QXWEQJBEJUAG,BYD,BYD,4,PHEV,fast,hypercar,2648,3/20
HZBGPNEDVCVM02937,VNESZSTWKXRE,CDOLESCDFJWO,AFJXNNFMAJZZ,BYD,BYD,6,PHEV,fast,saloon,1998,6/50
AELPTBHHUTWP00417,YLIIAZLEZKWA,MNYMUTAVOITN,LOAFEGXSHQQU,Weilai,Weilai,6,FUEL,slow,SUV,1855,6/50
LXWJICFZMMOA75761,PPRWFIIIUWWR,SMGNJSJCJANG,PYERBOASSJZP,Tesla,Tesla,5,FUEL,slow,SUV,1543,3/20
XVXIOBRRAXEK56907,QLMTFCIPIWSO,DKBWXLMNWUTX,TQOXIFHFSMZC,Weilai,Weilai,3,FUEL,slow,saloon,2011,3/20
HGVSLKLYOMIJ24007,IWPPRIIQUHSK,GDGRQXAWVVHU,WVFHRHDIRHFH,Weilai,Weilai,6,EV,slow,SUV,2765,6/50
YBOLFTSUTTDI00425,QNKNIWIOKOQS,XVHMSYRJFZVS,EYJNIYHUMNDH,BYD,BYD,6,FUEL,slow,saloon,1556,6/50
GHKVTNAESYST59288,UTFXHIUPJVCS,URWPNAONOPJP,FHHLDGHPQOMF,BYD,BYD,3,EV,slow,SUV,2362,6/50
NAXMBYXTLBFT56417,FPDPZDCDKXMS,BJPXLLXPEEVO,XWUGUBLTFCZT,BYD,BYD,4,PHEV,fast,SUV,1556,3/20
EDPRTUCRTKHU20448,IHSNVRAIWVCU,HPEWNVLQYBHT,VAIAVVFCLNIW,Lixiang,Lixiang,2,EV,fast,SUV,2219,6/50
JODZJMAAXNGI25921,NUPATYUSQLXC,FUNTYCUBSTMW,RNITSIHKJNMG,BYD,BYD,3,EV,slow,hypercar,2713,6/50
MFOJSTWVQZFE19888,MKGPCVILEGVV,SVAHVYFWFFNH,LLMEJUHCMMVY,Xiaopeng,Xiaopeng,4,PHEV,slow,saloon,2258,3/20
UPLLDPLFPKGZ89459,LVKIMDGCTHRU,ESCTNKGECUVW,TGOMUXKNGRMT,BYD,BYD,6,FUEL,fast,SUV,1751,6/50
GJUUVUDWPDLI76396,BQKCOBKPGFYD,VQJPQYJQJBMG,ODBUQANNBGIO,BYD,BYD,5,PHEV,slow,saloon,1452,3/20
BFWEZFRPXJGT18742,CXLRQYIZNOWA,PUXTVPNBRHSP,TPKRTUBAHSDZ,BYD,BYD,3,EV,fast,SUV,2739,6/50
WVPPQKPCLMGM15448,YUKVFTUGVFCZ,JZFUSVEDKAUG,BCYLWYSAGKFG,Tesla,Tesla,5,PHEV,fast,SUV,1790,6/50
IPVNOLMQAUCU49509,GZLNHAIUEFHM,BQOZHTXZDOVQ,UFETWMBAAHVO,BYD,BYD,2,FUEL,fast,saloon,1920,6/50
OHPHRAJKUXKG06972,ZKVEXZJVTNPI,HPLNTYAQZVUP,YYYXBBFWVREZ,Tesla,Tesla,6,EV,slow,SUV,2661,6/50
PVULWWZIKNQP06902,WKLEJIUHFCLX,ZUYXEMHKRAOD,NKLVQVVZAPNF,Tesla,Tesla,3,EV,slow,saloon,2102,6/50
GWFBIBQHIMQN76513,WQMVJUJJAQNP,RPZXBFWXJVLO,ZKSYQMGRWDWO,Weilai,Weilai,2,EV,fast,saloon,2609,6/50
AKECOWVVGBCB86788,RTABKPDQGDPN,BGQBOBQWSEAX,LSPANWIRVZPT,BYD,BYD,4,FUEL,slow,saloon,1439,3/20
HESDACJWCUDE05605,RLUGVFNVCAJC,QWRPEYIUUSQW,XVCYOMNMZSYT,BYD,BYD,2,PHEV,slow,saloon,1647,3/20
XKOLXWCMDJOL57284,LIMWLZWLGWLP,PALBLKDYIJKJ,DENZPMSPKDLB,BYD,BYD,6,FUEL,slow,hypercar,2323,6/50
CWEDADOACTVV00547,UROLSOSOEAWG,FYAWDIIDXHSI,NWHNTFGEBMTK,Tesla,Tesla,4,FUEL,fast,saloon,2427,6/50
XIPTVEEXTEBL49163,CILXUSRDMORA,EOAWEGIPOBEP,JMJARCVFNLMG,Tesla,Tesla,6,EV,slow,SUV,2050,6/50
KKMXLICYYAIM20663,DSUXCOVHWKGT,ACVNBAFONYEQ,YNIZOBTNRKVE,Lixiang,Lixiang,6,FUEL,slow,saloon,2050,3/20
TISZQCXMKAFS43917,VVQKMZFTVCHO,HOLBUBBSJMPB,HWOKIQGLRHXV,BYD,BYD,3,PHEV,fast,SUV,1764,6/50
RBCEWQRCDJTL78294,GGHPYSZBNORA,JAGLPGYBYWKA,OSYQGARRTSUS,BYD,BYD,5,FUEL,slow,SUV,2037,6/50
FTZZIYKPBRQE67568,XSQQLZOUYRAJ,OLQLWBKNLPUL,HBTNNDBASGCB,Tesla,Tesla,2,EV,fast,SUV,1660,3/20
KRUOUGRLYAFZ29035,FALQNYUEXPIW,HTNOVMRMTJYT,NFRLLGCCOGHJ,Lixiang,Lixiang,3,FUEL,fast,saloon,1517,3/20
AJHWSKKDZFTP43367,XHTKHFHZGVRQ,UIMCSKHVATXF,QAPODMDHXCSW,Tesla,Tesla,3,PHEV,slow,saloon,2245,3/20
VTYFGAVQUDQV81971,SVOPNWJEFVXD,RNGXZFUPTGMB,HDLOTTATXWGE,BYD,BYD,2,PHEV,fast,SUV,1842,3/20
WVZDOAFKQVBN64049,HCSNUJTMJWAJ,SLANYHMAEXDB,HUFNROHVZDVR,BYD,BYD,3,EV,slow,saloon,2362,3/20
ZAYKLQWTBXYJ79467,VXWRYXHRXNTJ,FGJBDOWBLEIN,PPBVCBQCZBKL,Xiaopeng,Xiaopeng,4,FUEL,slow,SUV,2128,6/50
QKBXZLREIHBE08937,NVETYESJTAJA,KXAMAAJVTTNI,OWEFBTLHXMPW,Lixiang,Lixiang,5,FUEL,fast,saloon,1738,6/50
EFRWDSHBRPGI75846,ISPVNBABHUNK,QDTJPHBPIGTX,HRXZPYYOMYZC,Weilai,Weilai,5,FUEL,fast,saloon,2232,6/50
IMXPZFWGPTYE38732,TEDXQAHCFOQM,NCLWZBWOIKES,FDMEVEYNDXVE,Lixiang,Lixiang,3,PHEV,fast,saloon,2518,3/20
LUXPINKDIJXM71483,AVWVFXEYWEGC,EGHAJWDRUBHL,EBTMSTBZDUKV,Weilai,Weilai,3,EV,slow,saloon,2037,6/50
PLKLCVFAJVVL74668,VJQMBBUACJFG,HIKQGFWDWWMM,RJVPQOXIPHDX,BYD,BYD,3,PHEV,slow,saloon,2713,6/50
JRCNRCCTGLVE34857,BPOTEIGRNVEY,XIHQMEYEHMEH,OZNBGRRWSOYN,BYD,BYD,2,EV,fast,SUV,2375,6/50
QDGBVBUMRBMR44257,ANCVXSTPJHXZ,QPDWXCVGUGBD,RFMQCYVSHVKH,Xiaopeng,Xiaopeng,2,FUEL,fast,hypercar,1647,6/50
ZTOGZIJCCSYJ08781,PVOPTVJKIPOK,ZIEZTZXOTTLD,EKMWAWATKPGX,Weilai,Weilai,3,EV,fast,saloon,1881,6/50
ZPHFQHEPIBRL48527,DHKRHPLEXAXT,VJGIANGIHRIC,OPMPILDYNNYU,BYD,BYD,5,FUEL,slow,hypercar,1829,6/50
BZRBMYTKRNVB58163,WWCPVIWIQOWP,BUPICSMEEPWZ,CNWMCCPXKATV,Weilai,Weilai,3,EV,slow,hypercar,2830,6/50
ROYHQPEUVNTC26642,RLIJIWLGQYWU,XZFUZPCXEPUF,JZEESJGKUSHR,BYD,BYD,4,PHEV,slow,saloon,1972,3/20
OWOHBVSGOTZQ60151,RTHATLDUTAFW,MFOKLNPWMMER,GEWIQYEGFRLI,BYD,BYD,3,FUEL,slow,hypercar,1855,6/50
WCYXSDJALXBI81109,TMDLKTNSBTCO,FGAFZNLJZMBC,VDRPLDMRAKND,Weilai,Weilai,6,EV,fast,SUV,2011,3/20
UQQHBYIVRAZI45592,TCNOBAJVNYHM,DPJLZUIREFND,ODGKFKRNGWLF,Tesla,Tesla,2,FUEL,fast,SUV,2739,3/20
FTZZHINDOJTB77118,VMDVXONMPTZJ,WIAPENINGJEJ,JCUCHGVERQTV,BYD,BYD,3,EV,fast,SUV,2817,3/20
SBFGZQRAMGAY59409,VFLDMMZFVEQO,CCCEEFUFKQEV,LCEUYKNAQBIG,Xiaopeng,Xiaopeng,6,EV,slow,hypercar,2102,6/50
XNJCRGNQNCVG55727,SPLKNACNKBQW,VWMEXWVEHXCN,XQIAHDROJLCX,Xiaopeng,Xiaopeng,4,FUEL,slow,SUV,2999,6/50
KCWDKGRPKRQN67132,QISXOXGBXIYE,CJMFZCKPHZZW,LTDIWBVLXILT,BYD,BYD,2,FUEL,fast,hypercar,1673,6/50
BWVAPHDXHLMJ16312,ABDYLGEDBRGR,TVHHFROZMZNM,PYSESMCGUBKG,BYD,BYD,6,FUEL,slow,hypercar,1582,6/50
AJYPKVAKDZMQ93804,FOKUZZCBSTUR,XZGCBGIRBKZL,GMKGZTGGJHVP,Tesla,Tesla,3,EV,fast,hypercar,1647,3/20
EJSSKWHGFRAX50196,FRZKTMLGBLEM,ERGAOKFDZJJO,NEWFZVMBIEVQ,BYD,BYD,4,EV,fast,SUV,2947,3/20
WTEQRVSORCRC76042,WTOOMKJVDUJB,QTRAMZTCVKEN,JXWSBVWCPAJL,Xiaopeng,Xiaopeng,6,EV,slow,hypercar,2986,3/20
ZTCMNPVTEUWL47435,WIIDKSKQMKKR,IKBSFFEWUKFY,AVRQXPYXRGDB,Xiaopeng,Xiaopeng,2,FUEL,slow,SUV,2453,3/20
EOTQWLJHFNYO25133,AEEWEAMDPWWO,LRIVMKFHRVFC,XYSZOYHXNQWX,BYD,BYD,5,FUEL,slow,SUV,1465,3/20
KRJDRGPMHWGS86255,WCYYLKADSULQ,KREPRIPPWXOW,GQPSLTHUYMCB,Lixiang,Lixiang,6,EV,fast,saloon,2947,3/20
JKQWFFAGWRCS68126,ZGSFOENZUIUF,RZGJVKHOYWTE,ZCZPJJJJLVDS,Tesla,Tesla,4,PHEV,slow,hypercar,1725,6/50
RKSCDVNGCAXH48475,KDSWJSEHRQZT,WFCKLAEOYYGX,ILOAOBNCBPSJ,Lixiang,Lixiang,4,PHEV,fast,SUV,2921,6/50
TFOLGXXMRJHD51980,ATOOAVGFNMVA,TZMMTUPSQHPS,DJOOWLJCRWBM,BYD,BYD,2,FUEL,fast,SUV,2258,3/20
BWAUPNPRDDYW35206,PSIHXRSZKZHJ,IBQEOHINSJXZ,YIUDUKBJWKBU,Tesla,Tesla,3,EV,fast,saloon,2232,3/20
ICQBHJZGCTAI15012,RFDOJAAKTXUH,LITQZNMJNWPW,HTLOYPKRLKBN,Lixiang,Lixiang,2,EV,slow,hypercar,1569,3/20
KHSCAWAYKYOR61113,AOZOVCMSPNUO,MWCZDGXPBTXO,YWHDSNHBQGCI,Xiaopeng,Xiaopeng,6,EV,slow,hypercar,1959,3/20
OMOTBBUEAQFH17648,KJDBRVLPYWCA,AIIDTCFFBRFA,MCWXFPZRGMRN,BYD,BYD,4,FUEL,fast,hypercar,1439,3/20
ZEQMLMJYITWC79537,DPGVQQYIPILF,JRAOWOSVPTOA,XLDJXWBINQAV,BYD,BYD,5,EV,slow,hypercar,2115,6/50
QVIFDETUTBYN56631,NYLPXRGUUFXR,QYLPNAPXCJHO,VSLZTUGAKXPS,Tesla,Tesla,3,FUEL,fast,saloon,1790,6/50
BNXPXWAOFYTX80116,FZJGYXUWDUNY,HYUSWPHYVGYD,YOZKMHSJTAZL,Tesla,Tesla,2,PHEV,fast,saloon,1985,6/50
HPIBRBHIPHKL45806,PFALUGUKSKVD,LLTXKXMKUBWI,JROGDNLFFHWP,Xiaopeng,Xiaopeng,4,FUEL,fast,saloon,2856,6/50
YCEWGENGJNYE24562,AXNSGUWCEYSE,PPAKNKGBBLFD,OIWOJGIBSZYR,Tesla,Tesla,4,EV,slow,saloon,2960,3/20
PWTLDIABBZDT08150,ZEOBBIMJBBHO,RKMULFYUHWOG,IWKZNBUIHAUM,Tesla,Tesla,3,PHEV,slow,hypercar,1777,3/20
LWXYUUHXIBWS15631,JQIUNPAEACPF,QLNNYXBJSKCO,SEDXYAEAURTI,Xiaopeng,Xiaopeng,5,EV,fast,SUV,1842,6/50
HLISXQRQPIMH18997,IYCOVEMSAYTA,INAYFSTKOOQP,KVWUYLULJDQC,Lixiang,Lixiang,6,EV,slow,hypercar,2739,6/50
JWVZIZQFADSI67299,SSIWDJNQJUIW,REHJGXPSVDXB,KKVICTWYQSOD,BYD,BYD,2,FUEL,fast,saloon,1725,6/50
NSYIVGUYKYPB38091,NXMVEAXQEFVM,GIDIEORJWUYQ,AXYHFIOKBEMA,BYD,BYD,3,EV,fast,saloon,1920,3/20
IYQXWPEXABUF36206,NVDITJCTAIDH,BJWQAOHARMVY,PXTCPLQIYMMV,Xiaopeng,Xiaopeng,6,FUEL,slow,saloon,2245,3/20
LLDIGEHNYKJY69549,UYCZLTBUMZRS,OXXGDAXCHBCD,BCKPJEMDAOWB,BYD,BYD,4,FUEL,slow,SUV,2622,6/50
WXUFWXJDUHSD04850,WPAZDEJQLCQN,HBDKLKERTAPG,IFXFZVCBIVBX,Xiaopeng,Xiaopeng,5,PHEV,fast,SUV,2791,6/50
TIDMFCAJJTFO07552,WCGFIFQRKVTU,TRBOJRITZZHH,DVMEGXVDUXJW,Xiaopeng,Xiaopeng,3,FUEL,slow,hypercar,2739,6/50
RVMJGTAPCMOO18545,PASFCPDJNYZV,DVSQKPKGTKHT,MIPVVSTJEHHF,BYD,BYD,6,PHEV,slow,saloon,1504,6/50
SRSGCJLKTIRS92340,DTSGTPPODSIF,IFXCQAPUMTBL,EJFJUMDDQEUO,Xiaopeng,Xiaopeng,6,PHEV,fast,SUV,1543,6/50
JEHZBQOUSQMW06484,QJGFTXKJEXVM,SEEZXNVPFDAP,VJRMSSLGQACL,Tesla,Tesla,5,EV,fast,saloon,2011,6/50
AOAWMYQESGGT49499,CTKIRXRQEAEG,ZWGKJFRKCEIR,PRCEILLQNPJI,BYD,BYD,3,EV,slow,hypercar,1868,6/50
SVUDSNKXEIII46271,HNIQAQPVECKQ,HCAXUDXBTTNP,YAXGBNZRXCQN,Lixiang,Lixiang,2,PHEV,fast,saloon,1868,3/20
PMPXAWTEGURE32990,VMHTMUVDFOKL,JVHMAWVCMIRX,VSSFEKGSZXYB,Tesla,Tesla,4,PHEV,fast,SUV,1933,6/50
KIBPNOCJXEYS72528,UQCJOKGLEJTG,NQDUOFESJKKM,BHKATUCXGAKM,Xiaopeng,Xiaopeng,6,PHEV,fast,SUV,2297,6/50
CJGFFSESPQVY72665,IZSAYZZOCMIO,HPNEPPVZJHLY,WQWHRWKYMIFA,Tesla,Tesla,3,FUEL,slow,saloon,1647,6/50
TJBVWABIPZBL05255,PPZLUFNYWRTY,PJIJBZKDJVEF,AIECICGBKCRA,BYD,BYD,4,PHEV,slow,SUV,2336,6/50
